year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,airport_code
2024,3,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",2299.0,349.0,72.43,11.69,102.49,1.0,161.39,8.0,1.0,24311.0,7343.0,1463.0,4384.0,37.0,11084.0,ORD
2024,3,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",7610.0,1106.0,328.75,23.1,387.56,0.0,366.59,26.0,6.0,75635.0,24004.0,3597.0,14567.0,0.0,33467.0,ORD
2024,3,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1798.0,146.0,32.2,6.54,68.32,0.23,38.71,5.0,2.0,7427.0,1768.0,362.0,2547.0,10.0,2740.0,ORD
2024,3,ZW,Air Wisconsin Airlines Corp,ORD,"Chicago, IL: Chicago O'Hare International",1896.0,298.0,92.54,8.3,70.15,0.99,126.03,0.0,1.0,30593.0,11576.0,850.0,3123.0,36.0,15008.0,ORD
2024,3,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3917.0,887.0,243.7,20.58,210.55,2.81,409.36,21.0,8.0,94991.0,36876.0,3264.0,8508.0,97.0,46246.0,ORD
2024,3,F9,Frontier Airlines,ORD,"Chicago, IL: Chicago O'Hare International",107.0,48.0,10.51,0.0,6.89,0.0,30.6,1.0,0.0,4275.0,1169.0,0.0,327.0,0.0,2779.0,ORD
2024,3,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3986.0,603.0,234.81,44.87,148.12,5.8,169.41,33.0,9.0,53848.0,26900.0,4588.0,7396.0,214.0,14750.0,ORD
2024,3,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",776.0,154.0,48.48,0.31,42.27,0.0,62.95,8.0,1.0,8650.0,2548.0,32.0,2306.0,0.0,3764.0,ORD
2024,3,AS,Alaska Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",212.0,40.0,18.43,1.0,5.49,0.0,15.08,1.0,0.0,1885.0,913.0,27.0,302.0,0.0,643.0,ORD
2024,3,NK,Spirit Airlines,ORD,"Chicago, IL: Chicago O'Hare International",716.0,257.0,56.19,5.63,137.21,2.74,55.22,11.0,2.0,16030.0,3309.0,338.0,8323.0,107.0,3953.0,ORD
2024,3,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",93.0,18.0,10.21,0.0,4.43,0.0,3.36,0.0,0.0,743.0,433.0,0.0,143.0,0.0,167.0,ORD
2024,3,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",730.0,123.0,68.26,2.02,26.33,0.0,26.39,1.0,1.0,7737.0,4538.0,268.0,1225.0,0.0,1706.0,ORD
2024,3,PT,Piedmont Airlines,ORD,"Chicago, IL: Chicago O'Hare International",302.0,36.0,7.55,2.83,6.6,0.0,19.02,1.0,7.0,3744.0,501.0,423.0,282.0,0.0,2538.0,ORD
2024,2,G7,GoJet Airlines LLC d/b/a United Express,ORD,"Chicago, IL: Chicago O'Hare International",471.0,24.0,9.42,0.6,10.3,0.0,3.67,0.0,0.0,1081.0,545.0,35.0,337.0,0.0,164.0,ORD
2024,2,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",2291.0,241.0,60.87,21.14,93.1,0.06,65.84,11.0,3.0,18683.0,6047.0,2707.0,3872.0,2.0,6055.0,ORD
2024,2,NK,Spirit Airlines,ORD,"Chicago, IL: Chicago O'Hare International",578.0,125.0,24.87,1.86,50.73,2.83,44.7,0.0,4.0,8267.0,1449.0,230.0,2315.0,119.0,4154.0,ORD
2024,2,PT,Piedmont Airlines,ORD,"Chicago, IL: Chicago O'Hare International",219.0,19.0,3.17,0.0,5.11,0.0,10.72,0.0,1.0,3848.0,678.0,0.0,244.0,0.0,2926.0,ORD
2024,2,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1160.0,72.0,12.0,2.38,43.78,0.0,13.84,2.0,1.0,4294.0,689.0,363.0,1839.0,0.0,1403.0,ORD
2024,2,ZW,Air Wisconsin Airlines Corp,ORD,"Chicago, IL: Chicago O'Hare International",1629.0,225.0,71.12,11.27,64.36,1.53,76.73,5.0,6.0,16659.0,5441.0,1479.0,2490.0,65.0,7184.0,ORD
2024,2,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3591.0,533.0,171.1,8.33,141.52,0.74,211.3,8.0,15.0,51078.0,18397.0,1165.0,5630.0,31.0,25855.0,ORD
2024,2,AS,Alaska Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",144.0,24.0,4.9,0.53,13.69,0.0,4.89,0.0,0.0,802.0,200.0,44.0,356.0,0.0,202.0,ORD
2024,2,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",87.0,16.0,10.03,0.0,3.66,0.0,2.3,1.0,2.0,875.0,560.0,0.0,137.0,0.0,178.0,ORD
2024,2,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",559.0,69.0,35.25,1.0,22.25,0.0,10.5,1.0,4.0,3614.0,2113.0,52.0,944.0,0.0,505.0,ORD
2024,2,F9,Frontier Airlines,ORD,"Chicago, IL: Chicago O'Hare International",79.0,12.0,5.18,0.0,6.82,0.0,0.0,0.0,0.0,340.0,170.0,0.0,170.0,0.0,0.0,ORD
2024,2,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3889.0,482.0,268.01,46.56,52.71,4.97,109.74,28.0,8.0,46166.0,24469.0,6288.0,3065.0,661.0,11683.0,ORD
2024,2,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",6494.0,633.0,190.64,12.65,252.93,0.0,176.78,24.0,16.0,44837.0,17132.0,1402.0,9813.0,0.0,16490.0,ORD
2024,2,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",680.0,80.0,27.59,0.09,21.83,0.0,30.5,5.0,1.0,3800.0,1136.0,22.0,1004.0,0.0,1638.0,ORD
2024,1,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORD
2024,1,PT,Piedmont Airlines,ORD,"Chicago, IL: Chicago O'Hare International",164.0,37.0,7.02,5.4,10.84,0.0,13.74,11.0,1.0,4033.0,394.0,1467.0,615.0,0.0,1557.0,ORD
2024,1,QX,Horizon Air,ORD,"Chicago, IL: Chicago O'Hare International",5.0,2.0,0.99,0.0,1.01,0.0,0.0,0.0,0.0,92.0,67.0,0.0,25.0,0.0,0.0,ORD
2024,1,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1391.0,252.0,47.94,17.64,108.86,0.0,77.56,86.0,5.0,20141.0,7457.0,1546.0,5337.0,0.0,5801.0,ORD
2024,1,ZW,Air Wisconsin Airlines Corp,ORD,"Chicago, IL: Chicago O'Hare International",1816.0,754.0,149.93,66.15,114.96,0.1,422.85,162.0,3.0,107684.0,22480.0,17876.0,11306.0,6.0,56016.0,ORD
2024,1,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3687.0,902.0,221.35,44.49,221.56,6.7,407.89,75.0,8.0,95644.0,32564.0,6336.0,11751.0,236.0,44757.0,ORD
2024,1,NK,Spirit Airlines,ORD,"Chicago, IL: Chicago O'Hare International",639.0,195.0,55.87,0.75,89.24,3.33,45.81,18.0,0.0,11013.0,2784.0,44.0,4732.0,152.0,3301.0,ORD
2024,1,AS,Alaska Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",156.0,29.0,8.31,1.17,7.98,1.0,10.54,34.0,0.0,1702.0,590.0,42.0,443.0,40.0,587.0,ORD
2024,1,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",90.0,33.0,9.36,0.79,17.86,0.62,4.37,4.0,0.0,1955.0,474.0,84.0,1095.0,16.0,286.0,ORD
2024,1,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",587.0,143.0,51.78,5.25,52.02,0.0,33.95,20.0,3.0,10894.0,3879.0,528.0,3356.0,0.0,3131.0,ORD
2024,1,F9,Frontier Airlines,ORD,"Chicago, IL: Chicago O'Hare International",86.0,29.0,10.16,0.27,15.7,0.0,2.88,3.0,0.0,1520.0,470.0,16.0,874.0,0.0,160.0,ORD
2024,1,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4119.0,1219.0,374.1,135.78,300.72,4.91,403.49,476.0,5.0,132411.0,44863.0,22146.0,17037.0,523.0,47842.0,ORD
2024,1,G7,GoJet Airlines LLC d/b/a United Express,ORD,"Chicago, IL: Chicago O'Hare International",670.0,173.0,42.12,6.08,54.84,0.0,69.96,66.0,5.0,13996.0,3346.0,1030.0,2709.0,0.0,6911.0,ORD
2024,1,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",2139.0,618.0,136.46,52.64,170.74,2.36,255.8,168.0,6.0,51455.0,12982.0,6613.0,9274.0,81.0,22505.0,ORD
2024,1,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",6683.0,1410.0,363.62,62.52,523.86,0.0,460.01,524.0,12.0,131101.0,31147.0,9686.0,33506.0,0.0,56762.0,ORD
2024,1,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",763.0,171.0,60.78,1.42,57.41,3.65,47.75,70.0,4.0,8399.0,3033.0,183.0,2825.0,141.0,2217.0,ORD
